,EventName,PreSalename,PreSalestartdate,PreSaleenddate,StartDatetime,StartLocaltime,StartLocalDate,StartTimezone,EventCategory,Genre,SubGenre,Family,PromoterName,MinPrice,MaxPrice,TicketInfo,CityName,StateName,PostalCode,Address,Longitude,Latitude,UpcomingMoreevent ,ticket0nTickeMaster,Venue,LineUp
109,Cleveland Browns vs. Cincinnati Bengals,Resale Onsale,2019-04-01T14:00:00Z,2019-04-02T02:00:00Z,2019-12-08T18:00:00Z,13:00:00,2019-12-08,America/New_York,Sports,Football,NFL,False,NFL REGULAR SEASON,30.0,565.0,There is a four (4) ticket limit for the Season Ticket Member presale.,Cleveland,Ohio,44114,100 Alfred Lerner Way,-81.69956958,41.50603554,10,10,"FirstEnergy Stadium, Home of the Cleveland Browns",Cleveland Browns
110,Boston Bruins vs. Ottawa Senators,Client Presales,2019-06-26T14:00:00Z,2019-06-26T18:00:00Z,2019-11-02T23:00:00Z,19:00:00,2019-11-02,America/New_York,Sports,Hockey,NHL,False,NHL REGULAR SEASON,89.0,999.0,There is an overall 8 ticket limit for this event.,Boston,Massachusetts,02114,100 Legends Way,-71.060724,42.365841,72,67,TD Garden,Boston Bruins
111,Disney On Ice presents Dream Big,Feld Preferred Presale,2019-05-14T14:00:00Z,2019-05-21T03:59:00Z,2019-11-02T19:00:00Z,15:00:00,2019-11-02,America/New_York,Miscellaneous,Ice Shows,Ice Shows,False,FELD ENTERTAINMENT DISNEY ON ICE,15.0,65.0,There is an overall eight (8) ticket limit for this event.,Dayton,Ohio,45435,3640 Colonel Glenn Highway,-84.0692765,39.7765695,187,187,Wright State University Nutter Center,Disney On Ice presents Dream Big
112,Hamilton (Touring),Season Ticket Holder Priority Access,2019-10-01T17:00:00Z,2019-10-29T06:59:00Z,2020-05-10T20:00:00Z,13:00:00,2020-05-10,America/Los_Angeles,Arts & Theatre,Theatre,Musical,False,BROADWAY IN HOLLYWOOD,55.0,495.0,The Broadway in Hollywood subscriber ticket limit is 9 tickets and the single ticket buyer ticket limit is 8 tickets. Exceeding these amounts for the entire run of Hamilton may result in the cancelation of all Hamilton tickets.,Los Angeles,California,90028,6233 Hollywood Blvd.,-118.32586552,34.10200961,404,286,Hollywood Pantages Theatre,Hamilton (Touring)
113,Hamilton (Touring),Season Ticket Holder Priority Access,2019-10-01T17:00:00Z,2019-10-29T06:59:00Z,2020-05-10T03:00:00Z,20:00:00,2020-05-09,America/Los_Angeles,Arts & Theatre,Theatre,Musical,False,BROADWAY IN HOLLYWOOD,55.0,495.0,The Broadway in Hollywood subscriber ticket limit is 9 tickets and the single ticket buyer ticket limit is 8 tickets. Exceeding these amounts for the entire run of Hamilton may result in the cancelation of all Hamilton tickets.,Los Angeles,California,90028,6233 Hollywood Blvd.,-118.32586552,34.10200961,404,286,Hollywood Pantages Theatre,Hamilton (Touring)
116,Hamilton (Touring),Season Ticket Holder Priority Access,2019-10-01T17:00:00Z,2019-10-29T06:59:00Z,2020-04-26T20:00:00Z,13:00:00,2020-04-26,America/Los_Angeles,Arts & Theatre,Theatre,Musical,False,BROADWAY IN HOLLYWOOD,55.0,495.0,The Broadway in Hollywood subscriber ticket limit is 9 tickets and the single ticket buyer ticket limit is 8 tickets. Exceeding these amounts for the entire run of Hamilton may result in the cancelation of all Hamilton tickets.,Los Angeles,California,90028,6233 Hollywood Blvd.,-118.32586552,34.10200961,404,286,Hollywood Pantages Theatre,Hamilton (Touring)
117,Hamilton (Touring),Season Ticket Holder Priority Access,2019-10-01T17:00:00Z,2019-10-29T06:59:00Z,2020-06-07T03:00:00Z,20:00:00,2020-06-06,America/Los_Angeles,Arts & Theatre,Theatre,Musical,False,BROADWAY IN HOLLYWOOD,55.0,495.0,The Broadway in Hollywood subscriber ticket limit is 9 tickets and the single ticket buyer ticket limit is 8 tickets. Exceeding these amounts for the entire run of Hamilton may result in the cancelation of all Hamilton tickets.,Los Angeles,California,90028,6233 Hollywood Blvd.,-118.32586552,34.10200961,404,286,Hollywood Pantages Theatre,Hamilton (Touring)
118,Cleveland Browns vs. Baltimore Ravens,Resale Onsale,2019-04-01T14:00:00Z,2019-04-02T02:00:00Z,2019-12-22T18:00:00Z,13:00:00,2019-12-22,America/New_York,Sports,Football,NFL,False,NFL REGULAR SEASON,30.0,565.0,There is a four (4) ticket limit for the Season Ticket Member presale.,Cleveland,Ohio,44114,100 Alfred Lerner Way,-81.69956958,41.50603554,10,10,"FirstEnergy Stadium, Home of the Cleveland Browns",Cleveland Browns
119,Washington Wizards vs. Los Angeles Lakers,Resale Presale,2019-08-16T13:30:00Z,2019-08-16T13:31:00Z,2020-03-29T00:00:00Z,20:00:00,2020-03-28,America/New_York,Sports,Basketball,NBA,False,NBA REGULAR SEASON,98.0,1013.0,There is an 8 ticket limit.,Washington,District of Columbia,20004,601 F Street NW,-77.020029,38.897412,78,71,Capital One Arena,Washington Wizards
120,Memphis Grizzlies vs. Los Angeles Lakers,STH Presale,2019-08-12T19:00:00Z,2019-08-12T20:00:00Z,2019-11-24T01:00:00Z,19:00:00,2019-11-23,America/Chicago,Sports,Basketball,NBA,False,NBA REGULAR SEASON,90.0,650.0,There is an 8 ticket limit for this event.,Memphis,Tennessee,38103,191 Beale Street,-90.0514933,35.1394709,78,69,FedExForum,Memphis Grizzlies
121,Buffalo Bills vs. New York Jets,Schedule Release On-Sale,2019-04-18T00:00:00Z,2019-05-03T02:00:00Z,2019-12-29T18:00:00Z,13:00:00,2019-12-29,America/New_York,Sports,Football,NFL,False,NFL REGULAR SEASON,25.0,145.0,There is a twenty (20) ticket limit for the One Buffalo Presale starting May 3rd.,Orchard Park,New York,14127,1 Bills Drive,-78.786955,42.773743,9,9,New Era Field,Buffalo Bills
122,Disney On Ice presents Dream Big,Feld Preferred Presale,2019-05-14T14:00:00Z,2019-05-21T03:59:00Z,2019-11-02T15:00:00Z,11:00:00,2019-11-02,America/New_York,Miscellaneous,Ice Shows,Ice Shows,False,FELD ENTERTAINMENT DISNEY ON ICE,15.0,65.0,There is an overall eight (8) ticket limit for this event.,Dayton,Ohio,45435,3640 Colonel Glenn Highway,-84.0692765,39.7765695,187,187,Wright State University Nutter Center,Disney On Ice presents Dream Big
123,Hamilton (Touring),Season Ticket Holder Priority Access,2019-10-01T17:00:00Z,2019-10-29T06:59:00Z,2020-06-06T21:00:00Z,14:00:00,2020-06-06,America/Los_Angeles,Arts & Theatre,Theatre,Musical,False,BROADWAY IN HOLLYWOOD,55.0,495.0,The Broadway in Hollywood subscriber ticket limit is 9 tickets and the single ticket buyer ticket limit is 8 tickets. Exceeding these amounts for the entire run of Hamilton may result in the cancelation of all Hamilton tickets.,Los Angeles,California,90028,6233 Hollywood Blvd.,-118.32586552,34.10200961,404,286,Hollywood Pantages Theatre,Hamilton (Touring)
124,Disney On Ice presents Dream Big,Feld Preferred Presale,2019-05-14T14:00:00Z,2019-05-21T03:59:00Z,2019-11-03T20:00:00Z,15:00:00,2019-11-03,America/New_York,Miscellaneous,Ice Shows,Ice Shows,False,FELD ENTERTAINMENT DISNEY ON ICE,15.0,65.0,There is an overall eight (8) ticket limit for this event.,Dayton,Ohio,45435,3640 Colonel Glenn Highway,-84.0692765,39.7765695,187,187,Wright State University Nutter Center,Disney On Ice presents Dream Big
125,Hamilton (Touring),Season Ticket Holder Priority Access,2019-10-01T17:00:00Z,2019-10-29T06:59:00Z,2020-04-01T03:00:00Z,20:00:00,2020-03-31,America/Los_Angeles,Arts & Theatre,Theatre,Musical,False,BROADWAY IN HOLLYWOOD,55.0,450.0,The Broadway in Hollywood subscriber ticket limit is 9 tickets and the single ticket buyer ticket limit is 8 tickets. Exceeding these amounts for the entire run of Hamilton may result in the cancelation of all Hamilton tickets.,Los Angeles,California,90028,6233 Hollywood Blvd.,-118.32586552,34.10200961,404,286,Hollywood Pantages Theatre,Hamilton (Touring)
126,Hamilton (Touring),Season Ticket Holder Priority Access,2019-10-01T17:00:00Z,2019-10-29T06:59:00Z,2020-05-17T03:00:00Z,20:00:00,2020-05-16,America/Los_Angeles,Arts & Theatre,Theatre,Musical,False,BROADWAY IN HOLLYWOOD,55.0,495.0,The Broadway in Hollywood subscriber ticket limit is 9 tickets and the single ticket buyer ticket limit is 8 tickets. Exceeding these amounts for the entire run of Hamilton may result in the cancelation of all Hamilton tickets.,Los Angeles,California,90028,6233 Hollywood Blvd.,-118.32586552,34.10200961,404,286,Hollywood Pantages Theatre,Hamilton (Touring)
127,New York Jets vs. Miami Dolphins,Visa Exclusive Presale,2019-04-18T00:00:00Z,2019-04-22T02:00:00Z,2019-12-08T18:00:00Z,13:00:00,2019-12-08,America/New_York,Sports,Football,NFL,False,NFL REGULAR SEASON,25.5,802.0,There is an overall (6) six ticket limit for this event.,East Rutherford,New Jersey,07073,One MetLife Stadium Drive,-74.074493,40.81359,10,10,MetLife Stadium,New York Jets
128,Disney On Ice presents Dream Big,Preferred Presale,2019-05-14T15:00:00Z,2019-05-21T04:59:00Z,2019-11-08T16:30:00Z,10:30:00,2019-11-08,America/Chicago,Miscellaneous,Ice Shows,Ice Shows,False,FELD ENTERTAINMENT DISNEY ON ICE,15.0,85.0,There is an overall 8 ticket limit for this event.,Birmingham,Alabama,35203,1001 19th Street N,-86.8137679,33.5236525,187,187,Legacy Arena at The BJCC ,Disney On Ice presents Dream Big
129,Miami Heat vs. Houston Rockets,American Express® Card Member Presale,2019-08-15T16:00:00Z,2019-08-17T15:59:00Z,2019-11-03T23:00:00Z,18:00:00,2019-11-03,America/New_York,Sports,Basketball,NBA,False,NBA REGULAR SEASON,35.0,455.0,There is an overall 8 ticket limit for this event.,Miami,Florida,33132,601 Biscayne Blvd,-80.187805,25.781232,78,71,AmericanAirlines Arena,Miami Heat
130,Hamilton (Touring),Season Ticket Holder Priority Access,2019-10-01T17:00:00Z,2019-10-29T06:59:00Z,2020-06-07T20:00:00Z,13:00:00,2020-06-07,America/Los_Angeles,Arts & Theatre,Theatre,Musical,False,BROADWAY IN HOLLYWOOD,55.0,495.0,The Broadway in Hollywood subscriber ticket limit is 9 tickets and the single ticket buyer ticket limit is 8 tickets. Exceeding these amounts for the entire run of Hamilton may result in the cancelation of all Hamilton tickets.,Los Angeles,California,90028,6233 Hollywood Blvd.,-118.32586552,34.10200961,404,286,Hollywood Pantages Theatre,Hamilton (Touring)
131,Hamilton (Touring),Season Ticket Holder Priority Access,2019-10-01T17:00:00Z,2019-10-29T06:59:00Z,2020-04-11T03:00:00Z,20:00:00,2020-04-10,America/Los_Angeles,Arts & Theatre,Theatre,Musical,False,BROADWAY IN HOLLYWOOD,55.0,475.0,The Broadway in Hollywood subscriber ticket limit is 9 tickets and the single ticket buyer ticket limit is 8 tickets. Exceeding these amounts for the entire run of Hamilton may result in the cancelation of all Hamilton tickets.,Los Angeles,California,90028,6233 Hollywood Blvd.,-118.32586552,34.10200961,404,286,Hollywood Pantages Theatre,Hamilton (Touring)
132,Hamilton (Touring),Season Ticket Holder Priority Access,2019-10-01T17:00:00Z,2019-10-29T06:59:00Z,2020-05-16T21:00:00Z,14:00:00,2020-05-16,America/Los_Angeles,Arts & Theatre,Theatre,Musical,False,BROADWAY IN HOLLYWOOD,55.0,495.0,The Broadway in Hollywood subscriber ticket limit is 9 tickets and the single ticket buyer ticket limit is 8 tickets. Exceeding these amounts for the entire run of Hamilton may result in the cancelation of all Hamilton tickets.,Los Angeles,California,90028,6233 Hollywood Blvd.,-118.32586552,34.10200961,404,286,Hollywood Pantages Theatre,Hamilton (Touring)
133,Disney On Ice presents Dream Big,Preferred Presale,2019-05-14T15:00:00Z,2019-05-21T04:59:00Z,2019-11-09T20:30:00Z,14:30:00,2019-11-09,America/Chicago,Miscellaneous,Ice Shows,Ice Shows,False,FELD ENTERTAINMENT DISNEY ON ICE,15.0,100.0,There is an overall 8 ticket limit for this event.,Birmingham,Alabama,35203,1001 19th Street N,-86.8137679,33.5236525,187,187,Legacy Arena at The BJCC ,Disney On Ice presents Dream Big
134,Hamilton (Touring),Season Ticket Holder Priority Access,2019-10-01T17:00:00Z,2019-10-29T06:59:00Z,2020-05-24T03:00:00Z,20:00:00,2020-05-23,America/Los_Angeles,Arts & Theatre,Theatre,Musical,False,BROADWAY IN HOLLYWOOD,55.0,495.0,The Broadway in Hollywood subscriber ticket limit is 9 tickets and the single ticket buyer ticket limit is 8 tickets. Exceeding these amounts for the entire run of Hamilton may result in the cancelation of all Hamilton tickets.,Los Angeles,California,90028,6233 Hollywood Blvd.,-118.32586552,34.10200961,404,286,Hollywood Pantages Theatre,Hamilton (Touring)
135,Hamilton (Touring),Season Ticket Holder Priority Access,2019-10-01T17:00:00Z,2019-10-29T06:59:00Z,2020-04-03T03:00:00Z,20:00:00,2020-04-02,America/Los_Angeles,Arts & Theatre,Theatre,Musical,False,BROADWAY IN HOLLYWOOD,55.0,450.0,The Broadway in Hollywood subscriber ticket limit is 9 tickets and the single ticket buyer ticket limit is 8 tickets. Exceeding these amounts for the entire run of Hamilton may result in the cancelation of all Hamilton tickets.,Los Angeles,California,90028,6233 Hollywood Blvd.,-118.32586552,34.10200961,404,286,Hollywood Pantages Theatre,Hamilton (Touring)
136,Brooklyn Nets v. Boston Celtics (SpongeBob Head & Arm Band Set),American Express® Card Member Presale,2019-08-12T19:00:00Z,2019-08-13T18:59:00Z,2019-11-29T17:00:00Z,12:00:00,2019-11-29,America/New_York,Sports,Basketball,NBA,False,NBA REGULAR SEASON,90.0,6500.0,There is an 8 ticket limit for this event. Group discounts are available for Groups of 10 or more by calling 855-GROUP-BK.,Brooklyn,New York,11217,620 Atlantic Ave,-73.97661659,40.68350417,78,70,Barclays Center,Brooklyn Nets
137,Disney On Ice presents Dream Big,Preferred Presale,2019-05-14T15:00:00Z,2019-05-21T04:59:00Z,2019-11-09T16:30:00Z,10:30:00,2019-11-09,America/Chicago,Miscellaneous,Ice Shows,Ice Shows,False,FELD ENTERTAINMENT DISNEY ON ICE,15.0,100.0,There is an overall 8 ticket limit for this event.,Birmingham,Alabama,35203,1001 19th Street N,-86.8137679,33.5236525,187,187,Legacy Arena at The BJCC ,Disney On Ice presents Dream Big
138,Washington Wizards vs. Golden State Warriors,Resale Presale,2019-08-16T13:30:00Z,2019-08-16T13:31:00Z,2020-02-04T00:00:00Z,19:00:00,2020-02-03,America/New_York,Sports,Basketball,NBA,False,NBA REGULAR SEASON,33.0,750.0,There is an 8 ticket limit.,Washington,District of Columbia,20004,601 F Street NW,-77.020029,38.897412,78,71,Capital One Arena,Washington Wizards
139,Hamilton (Touring),Season Ticket Holder Priority Access,2019-10-01T17:00:00Z,2019-10-29T06:59:00Z,2020-05-17T20:00:00Z,13:00:00,2020-05-17,America/Los_Angeles,Arts & Theatre,Theatre,Musical,False,BROADWAY IN HOLLYWOOD,55.0,495.0,The Broadway in Hollywood subscriber ticket limit is 9 tickets and the single ticket buyer ticket limit is 8 tickets. Exceeding these amounts for the entire run of Hamilton may result in the cancelation of all Hamilton tickets.,Los Angeles,California,90028,6233 Hollywood Blvd.,-118.32586552,34.10200961,404,286,Hollywood Pantages Theatre,Hamilton (Touring)
140,Hamilton (Touring),Season Ticket Holder Priority Access,2019-10-01T17:00:00Z,2019-10-29T06:59:00Z,2020-05-23T21:00:00Z,14:00:00,2020-05-23,America/Los_Angeles,Arts & Theatre,Theatre,Musical,False,BROADWAY IN HOLLYWOOD,55.0,495.0,The Broadway in Hollywood subscriber ticket limit is 9 tickets and the single ticket buyer ticket limit is 8 tickets. Exceeding these amounts for the entire run of Hamilton may result in the cancelation of all Hamilton tickets.,Los Angeles,California,90028,6233 Hollywood Blvd.,-118.32586552,34.10200961,404,286,Hollywood Pantages Theatre,Hamilton (Touring)
141,Disney On Ice presents Dream Big,Feld Preferred Presale,2019-05-14T14:00:00Z,2019-05-21T03:59:00Z,2019-11-03T16:00:00Z,11:00:00,2019-11-03,America/New_York,Miscellaneous,Ice Shows,Ice Shows,False,FELD ENTERTAINMENT DISNEY ON ICE,15.0,65.0,There is an overall eight (8) ticket limit for this event.,Dayton,Ohio,45435,3640 Colonel Glenn Highway,-84.0692765,39.7765695,187,187,Wright State University Nutter Center,Disney On Ice presents Dream Big
142,Disney On Ice presents Dream Big,Feld Preferred Presale,2019-10-22T15:00:00Z,2019-10-29T04:59:00Z,2020-02-15T17:00:00Z,11:00:00,2020-02-15,America/Chicago,Miscellaneous,Ice Shows,Ice Shows,False,FELD ENTERTAINMENT DISNEY ON ICE,20.0,125.0,There is an overall 8 ticket limit for this event.,Milwaukee,Wisconsin,53203,1111 Vel R. Phillips Ave,-87.916896,43.04228,187,187,Fiserv Forum,Disney On Ice presents Dream Big
150,Orlando Magic vs. Washington Wizards,Resale Onsale,2019-08-11T19:00:00Z,2019-08-11T19:30:00Z,2019-11-17T23:00:00Z,18:00:00,2019-11-17,America/New_York,Sports,Basketball,NBA,False,NBA REGULAR SEASON,16.0,1317.5,There is an overall 8 ticket limit for this event.,Orlando,Florida,32801,400 W Church St.,-81.383957,28.539293,78,71,Amway Center,Orlando Magic
152,Hamilton (Touring),Season Ticket Holder Priority Access,2019-10-01T17:00:00Z,2019-10-29T06:59:00Z,2020-05-24T20:00:00Z,13:00:00,2020-05-24,America/Los_Angeles,Arts & Theatre,Theatre,Musical,False,BROADWAY IN HOLLYWOOD,55.0,495.0,The Broadway in Hollywood subscriber ticket limit is 9 tickets and the single ticket buyer ticket limit is 8 tickets. Exceeding these amounts for the entire run of Hamilton may result in the cancelation of all Hamilton tickets.,Los Angeles,California,90028,6233 Hollywood Blvd.,-118.32586552,34.10200961,404,286,Hollywood Pantages Theatre,Hamilton (Touring)
153,Disney On Ice presents Dream Big,Feld Preferred Presale,2019-10-22T15:00:00Z,2019-10-29T04:59:00Z,2020-02-15T21:00:00Z,15:00:00,2020-02-15,America/Chicago,Miscellaneous,Ice Shows,Ice Shows,False,FELD ENTERTAINMENT DISNEY ON ICE,20.0,125.0,There is an overall 8 ticket limit for this event.,Milwaukee,Wisconsin,53203,1111 Vel R. Phillips Ave,-87.916896,43.04228,187,187,Fiserv Forum,Disney On Ice presents Dream Big
154,Pittsburgh Steelers vs. Los Angeles Rams,Season Ticket Holder Presale,2019-04-26T14:00:00Z,2019-04-29T02:00:00Z,2019-11-10T21:25:00Z,16:25:00,2019-11-10,America/New_York,Sports,Football,NFL,False,NFL REGULAR SEASON,64.0,366.0,There is an overall event ticket limit of 8.,Pittsburgh,Pennsylvania,15212,100 Art Rooney Avenue,-80.015884,40.446093,10,10,Heinz Field,Pittsburgh Steelers
155,Chicago Bears vs. Detroit Lions,Resale Onsale,2019-04-01T15:00:00Z,2019-04-02T03:00:00Z,2019-11-10T18:00:00Z,12:00:00,2019-11-10,America/Chicago,Sports,Football,NFL,False,NFL REGULAR SEASON,96.0,625.0,There is a fifteen (15) ticket limit.,Chicago,Illinois,60605,1410 S. Museum Campus Drive,-87.61682143,41.86205404,10,10,Soldier Field,Chicago Bears
156,Hamilton (Touring),Season Ticket Holder Priority Access,2019-10-01T17:00:00Z,2019-10-29T06:59:00Z,2020-05-31T03:00:00Z,20:00:00,2020-05-30,America/Los_Angeles,Arts & Theatre,Theatre,Musical,False,BROADWAY IN HOLLYWOOD,55.0,495.0,The Broadway in Hollywood subscriber ticket limit is 9 tickets and the single ticket buyer ticket limit is 8 tickets. Exceeding these amounts for the entire run of Hamilton may result in the cancelation of all Hamilton tickets.,Los Angeles,California,90028,6233 Hollywood Blvd.,-118.32586552,34.10200961,404,286,Hollywood Pantages Theatre,Hamilton (Touring)
157,Hamilton (Touring),Season Ticket Holder Priority Access,2019-10-01T17:00:00Z,2019-10-29T06:59:00Z,2020-04-02T03:00:00Z,20:00:00,2020-04-01,America/Los_Angeles,Arts & Theatre,Theatre,Musical,False,BROADWAY IN HOLLYWOOD,55.0,450.0,The Broadway in Hollywood subscriber ticket limit is 9 tickets and the single ticket buyer ticket limit is 8 tickets. Exceeding these amounts for the entire run of Hamilton may result in the cancelation of all Hamilton tickets.,Los Angeles,California,90028,6233 Hollywood Blvd.,-118.32586552,34.10200961,404,286,Hollywood Pantages Theatre,Hamilton (Touring)
158,Washington Wizards vs. Philadelphia 76ers,Resale Presale,2019-08-16T13:30:00Z,2019-08-16T13:31:00Z,2019-12-06T00:00:00Z,19:00:00,2019-12-05,America/New_York,Sports,Basketball,NBA,False,NBA REGULAR SEASON,22.0,580.0,There is an 8 ticket limit.,Washington,District of Columbia,20004,601 F Street NW,-77.020029,38.897412,78,71,Capital One Arena,Washington Wizards
159,Washington Wizards vs. San Antonio Spurs,Resale Presale,2019-08-16T13:30:00Z,2019-08-16T13:31:00Z,2019-11-21T00:00:00Z,19:00:00,2019-11-20,America/New_York,Sports,Basketball,NBA,False,NBA REGULAR SEASON,20.0,412.0,There is an 8 ticket limit.,Washington,District of Columbia,20004,601 F Street NW,-77.020029,38.897412,78,71,Capital One Arena,Washington Wizards
160,Disney On Ice presents Dream Big,Preferred Presale,2019-05-14T15:00:00Z,2019-05-21T04:59:00Z,2019-11-09T01:00:00Z,19:00:00,2019-11-08,America/Chicago,Miscellaneous,Ice Shows,Ice Shows,False,FELD ENTERTAINMENT DISNEY ON ICE,11.0,85.0,There is an overall 8 ticket limit for this event.,Birmingham,Alabama,35203,1001 19th Street N,-86.8137679,33.5236525,187,187,Legacy Arena at The BJCC ,Disney On Ice presents Dream Big
161,Boston Bruins vs. Pittsburgh Penguins,Client Presales,2019-06-26T14:00:00Z,2019-06-26T18:00:00Z,2019-11-05T00:00:00Z,19:00:00,2019-11-04,America/New_York,Sports,Hockey,NHL,False,NHL REGULAR SEASON,79.0,999.0,There is an overall 8 ticket limit for this event.,Boston,Massachusetts,02114,100 Legends Way,-71.060724,42.365841,72,67,TD Garden,Boston Bruins
162,Detroit Red Wings vs. Nashville Predators,Presale,2019-07-17T14:00:00Z,2019-07-19T02:00:00Z,2019-11-05T00:30:00Z,19:30:00,2019-11-04,America/New_York,Sports,Hockey,NHL,False,NHL REGULAR SEASON,39.0,205.25,There is a 12 ticket limit on this event.,Detroit,Michigan,48201,2645 Woodward,-83.055434,42.341089,74,69,Little Caesars Arena,Detroit Red Wings
163,Indiana Pacers v. Los Angeles Lakers,Micro Buyers Presale,2019-09-25T18:00:00Z,2019-09-26T13:59:00Z,2019-12-18T00:00:00Z,19:00:00,2019-12-17,America/Indianapolis,Sports,Basketball,NBA,False,NBA REGULAR SEASON,50.0,2356.0,There is an 4 ticket limit for this game.,Indianapolis,Indiana,46204,125 S. Pennsylvania St.,-86.155507,39.764064,78,71,Bankers Life Fieldhouse,Indiana Pacers
164,Portland Trail Blazers vs. Los Angeles Lakers,Presales,2019-09-06T19:00:00Z,2019-09-09T05:00:00Z,2019-12-07T03:30:00Z,19:30:00,2019-12-06,America/Los_Angeles,Sports,Basketball,NBA,False,NBA REGULAR SEASON,125.0,700.0,The Trail Blazers reserve the right to cancel or prohibit purchases that are believed to be purchased for the sole purpose of resale. There is an 8 ticket per game limit.,Portland,Oregon,97227,"One Center Court, Suite 100",-122.66645813,45.53118896,77,67,Moda Center,Portland Trail Blazers
165,Hamilton (Touring),Season Ticket Holder Priority Access,2019-10-01T17:00:00Z,2019-10-29T06:59:00Z,2020-04-08T03:00:00Z,20:00:00,2020-04-07,America/Los_Angeles,Arts & Theatre,Theatre,Musical,False,BROADWAY IN HOLLYWOOD,55.0,450.0,The Broadway in Hollywood subscriber ticket limit is 9 tickets and the single ticket buyer ticket limit is 8 tickets. Exceeding these amounts for the entire run of Hamilton may result in the cancelation of all Hamilton tickets.,Los Angeles,California,90028,6233 Hollywood Blvd.,-118.32586552,34.10200961,404,286,Hollywood Pantages Theatre,Hamilton (Touring)
166,Arizona Coyotes vs. Colorado Avalanche,Resale,2019-07-02T17:00:00Z,2019-09-17T02:00:00Z,2019-11-03T01:00:00Z,18:00:00,2019-11-02,America/Phoenix,Sports,Hockey,NHL,False,NHL REGULAR SEASON,25.0,127.0,There is an overall 9 ticket limit for this event.,Glendale,Arizona,85305,9400 West Maryland,-112.26167,33.531484,71,65,Gila River Arena,Arizona Coyotes
167,Disney On Ice presents Dream Big,Preferred Presale,2019-05-14T14:00:00Z,2019-05-21T03:59:00Z,2019-12-14T16:00:00Z,11:00:00,2019-12-14,America/New_York,Miscellaneous,Ice Shows,Ice Shows,False,FELD ENTERTAINMENT DISNEY ON ICE,20.0,145.0,There is an overall (8) eight ticket limit for this event.,Albany,New York,12207,51 South Pearl Street,-73.753957,42.64834,187,187,Times Union Center,Disney On Ice presents Dream Big
168,Boston Bruins vs. Philadelphia Flyers,Client Presales,2019-06-26T14:00:00Z,2019-06-26T18:00:00Z,2019-11-11T00:00:00Z,19:00:00,2019-11-10,America/New_York,Sports,Hockey,NHL,False,NHL REGULAR SEASON,89.0,999.0,There is an overall 8 ticket limit for this event.,Boston,Massachusetts,02114,100 Legends Way,-71.060724,42.365841,72,67,TD Garden,Boston Bruins
169,Disney On Ice presents Dream Big,Feld Preferred Presale,2019-10-22T15:00:00Z,2019-10-29T04:59:00Z,2020-02-08T21:00:00Z,15:00:00,2020-02-08,America/Chicago,Miscellaneous,Ice Shows,Ice Shows,False,FRANK PRODUCTIONS,15.0,65.0,There is an overall 8 ticket limit for this event.,Madison,Wisconsin,53713,1919 Alliant Energy Center Way ,-89.3733638,43.0469591,187,187,Coliseum at Alliant Energy Center,Disney On Ice presents Dream Big
170,Disney On Ice presents Dream Big,Feld Preferred Presale,2019-09-10T14:00:00Z,2019-09-17T03:59:00Z,2020-02-01T16:00:00Z,11:00:00,2020-02-01,America/New_York,Miscellaneous,Ice Shows,Ice Shows,False,FELD ENTERTAINMENT DISNEY ON ICE,15.0,80.0,There is an overall 8 ticket limit for this event.,Columbus,Ohio,43215,200 West Nationwide Blvd.,-83.00636203,39.96939661,187,187,Nationwide Arena,Disney On Ice presents Dream Big
171,Orlando Magic vs. Washington Wizards,Resale Onsale,2019-08-11T19:00:00Z,2019-08-11T19:30:00Z,2020-01-09T00:00:00Z,19:00:00,2020-01-08,America/New_York,Sports,Basketball,NBA,False,NBA REGULAR SEASON,19.0,1661.5,There is an overall 8 ticket limit for this event.,Orlando,Florida,32801,400 W Church St.,-81.383957,28.539293,78,71,Amway Center,Orlando Magic
172,Disney On Ice presents Dream Big,Feld Preferred Presale,2019-09-10T14:00:00Z,2019-09-17T03:59:00Z,2020-02-01T20:00:00Z,15:00:00,2020-02-01,America/New_York,Miscellaneous,Ice Shows,Ice Shows,False,FELD ENTERTAINMENT DISNEY ON ICE,15.0,80.0,There is an overall 8 ticket limit for this event.,Columbus,Ohio,43215,200 West Nationwide Blvd.,-83.00636203,39.96939661,187,187,Nationwide Arena,Disney On Ice presents Dream Big
173,Golden State Warriors vs. Washington Wizards,Resale,2019-08-14T17:00:00Z,2020-03-02T01:30:00Z,2020-03-02T01:30:00Z,17:30:00,2020-03-01,America/Los_Angeles,Sports,Basketball,NBA,False,NBA REGULAR SEASON,95.0,2500.0,There is a 8 ticket limit.,San Francisco,California,94158,300 16th Street,-122.387464,37.76797,78,69,Chase Center,Golden State Warriors
175,Washington Wizards vs. Brooklyn Nets,Resale Presale,2019-08-16T13:30:00Z,2019-08-16T13:31:00Z,2020-02-02T01:00:00Z,20:00:00,2020-02-01,America/New_York,Sports,Basketball,NBA,False,NBA REGULAR SEASON,29.0,588.0,There is an 8 ticket limit.,Washington,District of Columbia,20004,601 F Street NW,-77.020029,38.897412,78,71,Capital One Arena,Washington Wizards
